#Horizon flight at 1000psi,,,
#10th August 2024,,,
time,altitude f,speed,speed averaged
s,feet,f/s,f/s
91.25,3427,-40,-13.33333333
91.3,3427,0,-26.66666667
91.35,3425,-40,-26.66666667
91.4,3423,-40,-33.33333333
91.45,3422,-20,-20
91.5,3422,0,-6.666666667
91.55,3422,0,-13.33333333
91.6,3420,-40,-20
91.65,3419,-20,-33.33333333
91.7,3417,-40,-26.66666667
91.75,3416,-20,-26.66666667
91.8,3415,-20,-26.66666667
91.85,3413,-40,-40
91.9,3410,-60,-26.66666667
91.95,3411,20,-26.66666667
92,3409,-40,-6.666666667
92.05,3409,0,-33.33333333
92.1,3406,-60,-20
92.15,3406,0,-40
92.2,3403,-60,-26.66666667
92.25,3402,-20,-33.33333333
92.3,3401,-20,-13.33333333
92.35,3401,0,-13.33333333
92.4,3400,-20,-20
92.45,3398,-40,-20
92.5,3398,0,-33.33333333
92.55,3395,-60,-20
92.6,3395,0,-13.33333333
92.65,3396,20,-13.33333333
92.7,3393,-60,-13.33333333
92.75,3393,0,-40
92.8,3390,-60,-20
92.85,3390,0,-20
92.9,3390,0,-13.33333333
92.95,3388,-40,-26.66666667
93,3386,-40,-40
93.05,3384,-40,-26.66666667
93.1,3384,0,-26.66666667
93.15,3382,-40,-26.66666667
93.2,3380,-40,-33.33333333
93.25,3379,-20,-33.33333333
93.3,3377,-40,-33.33333333
93.35,3375,-40,-33.33333333
93.4,3374,-20,-20
93.45,3374,0,-6.666666667
93.5,3374,0,-6.666666667
93.55,3373,-20,-26.66666667
93.6,3370,-60,-33.33333333
93.65,3369,-20,-33.33333333
93.7,3368,-20,-26.66666667
93.75,3366,-40,-26.66666667
93.8,3365,-20,-26.66666667
93.85,3364,-20,-20
93.9,3363,-20,-26.66666667
93.95,3361,-40,-20
94,3361,0,-26.66666667
94.05,3359,-40,-26.66666667
94.1,3357,-40,-33.33333333
94.15,3356,-20,-26.66666667
94.2,3355,-20,-20
94.25,3354,-20,-26.66666667
94.3,3352,-40,-20
94.35,3352,0,-26.66666667
94.4,3350,-40,-13.33333333
94.45,3350,0,-26.66666667
94.5,3348,-40,-26.66666667
94.55,3346,-40,-26.66666667
94.6,3346,0,-26.66666667
94.65,3344,-40,-26.66666667
94.7,3342,-40,-26.66666667
94.75,3342,0,-20
94.8,3341,-20,-20
94.85,3339,-40,-26.66666667
94.9,3338,-20,-33.33333333
94.95,3336,-40,-40
95,3333,-60,-26.66666667
95.05,3334,20,-33.33333333
95.1,3331,-60,-26.66666667
95.15,3329,-40,-26.66666667
95.2,3330,20,-26.66666667
95.25,3327,-60,-26.66666667
95.3,3325,-40,-40
95.35,3324,-20,-26.66666667
95.4,3323,-20,-13.33333333
95.45,3323,0,-20
95.5,3321,-40,-13.33333333
95.55,3321,0,-13.33333333
95.6,3321,0,-13.33333333
95.65,3319,-40,-13.33333333
95.7,3319,0,-26.66666667
95.75,3317,-40,-26.66666667
95.8,3315,-40,-26.66666667
95.85,3315,0,-20
95.9,3314,-20,-20
95.95,3312,-40,-26.66666667
96,3311,-20,-26.66666667
96.05,3310,-20,-26.66666667
96.1,3308,-40,-40
96.15,3305,-60,-33.33333333
96.2,3305,0,-33.33333333
96.25,3303,-40,-13.33333333
96.3,3303,0,-33.33333333
96.35,3300,-60,-26.66666667
96.4,3299,-20,-33.33333333
96.45,3298,-20,-26.66666667
96.5,3296,-40,-20
96.55,3296,0,-33.33333333
96.6,3293,-60,-26.66666667
96.65,3292,-20,-33.33333333
96.7,3291,-20,-26.66666667
96.75,3289,-40,-20
96.8,3289,0,-26.66666667
96.85,3287,-40,-20
96.9,3286,-20,-26.66666667
96.95,3285,-20,-20
97,3284,-20,-20
97.05,3283,-20,-26.66666667
97.1,3281,-40,-20
97.15,3281,0,-33.33333333
97.2,3278,-60,-26.66666667
97.25,3277,-20,-20
97.3,3278,20,-20
97.35,3275,-60,-20
97.4,3274,-20,-33.33333333
97.45,3273,-20,-26.66666667
97.5,3271,-40,-26.66666667
97.55,3270,-20,-13.33333333
97.6,3271,20,-20
97.65,3268,-60,-20
97.7,3267,-20,-33.33333333
97.75,3266,-20,-26.66666667
97.8,3264,-40,-33.33333333
97.85,3262,-40,-20
97.9,3263,20,-20
97.95,3261,-40,-26.66666667
98,3258,-60,-46.66666667
98.05,3256,-40,-33.33333333
98.1,3256,0,0
98.15,3258,40,-6.666666667
98.2,3255,-60,-26.66666667
98.25,3252,-60,-46.66666667
98.3,3251,-20,-40
98.35,3249,-40,-20
98.4,3249,0,-20
98.45,3248,-20,-26.66666667
98.5,3245,-60,-26.66666667
98.55,3245,0,-26.66666667
98.6,3244,-20,-13.33333333
98.65,3243,-20,-26.66666667
98.7,3241,-40,-20
98.75,3241,0,-26.66666667
98.8,3239,-40,-13.33333333
98.85,3239,0,-20
98.9,3238,-20,-26.66666667
98.95,3235,-60,-33.33333333
99,3234,-20,-33.33333333
99.05,3233,-20,-26.66666667
99.1,3231,-40,-26.66666667
99.15,3230,-20,-26.66666667
99.2,3229,-20,-26.66666667
99.25,3227,-40,-20
99.3,3227,0,-26.66666667
99.35,3225,-40,-13.33333333
99.4,3225,0,-20
99.45,3224,-20,-26.66666667
99.5,3221,-60,-46.66666667
99.55,3218,-60,-33.33333333
99.6,3219,20,-13.33333333
99.65,3219,0,-13.33333333
99.7,3216,-60,-26.66666667
99.75,3215,-20,-26.66666667
99.8,3215,0,-20
99.85,3213,-40,-20
99.9,3212,-20,-33.33333333
99.95,3210,-40,-20
100,3210,0,-26.66666667
100.05,3208,-40,-13.33333333
100.1,3208,0,-26.66666667
100.15,3206,-40,-26.66666667
100.2,3204,-40,-33.33333333
100.25,3203,-20,-33.33333333
100.3,3201,-40,-26.66666667
100.35,3200,-20,-26.66666667
100.4,3199,-20,-20
100.45,3198,-20,-20
100.5,3197,-20,-33.33333333
100.55,3194,-60,-26.66666667
100.6,3194,0,-20
100.65,3194,0,-20
100.7,3191,-60,-26.66666667
100.75,3190,-20,-40
100.8,3188,-40,-40
100.85,3185,-60,-33.33333333
100.9,3185,0,-40
100.95,3182,-60,-26.66666667
101,3181,-20,-26.66666667
101.05,3181,0,-13.33333333
101.1,3180,-20,-20
101.15,3178,-40,-26.66666667
101.2,3177,-20,-33.33333333
101.25,3175,-40,-26.66666667
101.3,3174,-20,-26.66666667
101.35,3173,-20,-20
101.4,3172,-20,-26.66666667
101.45,3170,-40,-26.66666667
101.5,3169,-20,-26.66666667
101.55,3168,-20,-33.33333333
101.6,3165,-60,-33.33333333
101.65,3164,-20,-40
101.7,3162,-40,-13.33333333
101.75,3163,20,-26.66666667
101.8,3160,-60,-20
101.85,3159,-20,-33.33333333
101.9,3158,-20,-20
101.95,3157,-20,-20
102,3156,-20,-20
102.05,3155,-20,-20
102.1,3154,-20,-13.33333333
102.15,3154,0,-33.33333333
102.2,3150,-80,-13.33333333
102.25,3152,40,-33.33333333
102.3,3149,-60,-20
102.35,3147,-40,-40
102.4,3146,-20,-26.66666667
102.45,3145,-20,-26.66666667
102.5,3143,-40,-20
102.55,3143,0,-33.33333333
102.6,3140,-60,-26.66666667
102.65,3139,-20,-40
102.7,3137,-40,-26.66666667
102.75,3136,-20,-26.66666667
102.8,3135,-20,-20
102.85,3134,-20,-20
102.9,3133,-20,-20
102.95,3132,-20,-33.33333333
103,3129,-60,-26.66666667
103.05,3129,0,-33.33333333
103.1,3127,-40,-20
103.15,3126,-20,-26.66666667
103.2,3125,-20,-26.66666667
103.25,3123,-40,-20
103.3,3123,0,-33.33333333
103.35,3120,-60,-33.33333333
103.4,3118,-40,-33.33333333
103.45,3118,0,-20
103.5,3117,-20,-20
103.55,3115,-40,-20
103.6,3115,0,-26.66666667
103.65,3113,-40,-20
103.7,3112,-20,-26.66666667
103.75,3111,-20,-33.33333333
103.8,3108,-60,-20
103.85,3109,20,-33.33333333
103.9,3106,-60,-13.33333333
103.95,3106,0,-26.66666667
104,3105,-20,-13.33333333
104.05,3104,-20,-26.66666667
104.1,3102,-40,-40
104.15,3099,-60,-33.33333333
104.2,3099,0,-26.66666667
104.25,3098,-20,-13.33333333
104.3,3097,-20,-20
104.35,3096,-20,-26.66666667
104.4,3094,-40,-20
104.45,3094,0,-33.33333333
104.5,3091,-60,-26.66666667
104.55,3090,-20,-33.33333333
104.6,3089,-20,-20
104.65,3088,-20,-13.33333333
104.7,3088,0,-13.33333333
104.75,3087,-20,-20
104.8,3085,-40,-26.66666667
104.85,3084,-20,-40
104.9,3081,-60,-33.33333333
104.95,3080,-20,-33.33333333
105,3079,-20,-20
105.05,3078,-20,-20
105.1,3077,-20,-26.66666667
105.15,3075,-40,-26.66666667
105.2,3074,-20,-33.33333333
105.25,3072,-40,-33.33333333
105.3,3070,-40,-26.66666667
105.35,3070,0,-20
105.4,3069,-20,-6.666666667
105.45,3069,0,-20
105.5,3067,-40,-13.33333333
105.55,3067,0,-26.66666667
105.6,3065,-40,-20
105.65,3064,-20,-33.33333333
105.7,3062,-40,-26.66666667
105.75,3061,-20,-33.33333333
105.8,3059,-40,-26.66666667
105.85,3058,-20,-33.33333333
105.9,3056,-40,-40
105.95,3053,-60,-33.33333333
106,3053,0,-26.66666667
106.05,3052,-20,-13.33333333
106.1,3051,-20,-33.33333333
106.15,3048,-60,-33.33333333
106.2,3047,-20,-33.33333333
106.25,3046,-20,-26.66666667
106.3,3044,-40,-20
106.35,3044,0,-26.66666667
106.4,3042,-40,-20
106.45,3041,-20,-33.33333333
106.5,3039,-40,-20
106.55,3039,0,-20
106.6,3038,-20,-6.666666667
106.65,3038,0,-13.33333333
106.7,3037,-20,-6.666666667
106.75,3037,0,-26.66666667
106.8,3034,-60,-26.66666667
106.85,3033,-20,-40
106.9,3031,-40,-26.66666667
106.95,3030,-20,-26.66666667
107,3029,-20,-20
107.05,3028,-20,-20
107.1,3027,-20,-26.66666667
107.15,3025,-40,-40
107.2,3022,-60,-33.33333333
107.25,3022,0,-33.33333333
107.3,3020,-40,-20
107.35,3019,-20,-33.33333333
107.4,3017,-40,-33.33333333
107.45,3015,-40,-33.33333333
107.5,3014,-20,-26.66666667
107.55,3013,-20,-13.33333333
107.6,3013,0,-20
107.65,3011,-40,-26.66666667
107.7,3009,-40,-40
107.75,3007,-40,-40
107.8,3005,-40,-33.33333333
107.85,3004,-20,-13.33333333
107.9,3005,20,-20
107.95,3002,-60,-20
108,3001,-20,-26.66666667
108.05,3001,0,-26.66666667
108.1,2998,-60,-26.66666667
108.15,2997,-20,-26.66666667
108.2,2997,0,-20
108.25,2995,-40,-33.33333333
108.3,2992,-60,-33.33333333
108.35,2992,0,-33.33333333
108.4,2990,-40,-20
108.45,2989,-20,-33.33333333
108.5,2987,-40,-26.66666667
108.55,2986,-20,-20
108.6,2986,0,-20
108.65,2984,-40,-20
108.7,2983,-20,-33.33333333
108.75,2981,-40,-20
108.8,2981,0,-13.33333333
108.85,2981,0,-20
108.9,2978,-60,-26.66666667
108.95,2977,-20,-26.66666667
109,2977,0,-26.66666667
109.05,2974,-60,-26.66666667
109.1,2973,-20,-33.33333333
109.15,2972,-20,-20
109.2,2971,-20,-26.66666667
109.25,2969,-40,-20
109.3,2969,0,-33.33333333
109.35,2966,-60,-26.66666667
109.4,2965,-20,-26.66666667
109.45,2965,0,-20
109.5,2963,-40,-20
109.55,2962,-20,-26.66666667
109.6,2961,-20,-26.66666667
109.65,2959,-40,-26.66666667
109.7,2958,-20,-40
109.75,2955,-60,-20
109.8,2956,20,-33.33333333
109.85,2953,-60,-20
109.9,2952,-20,-40
109.95,2950,-40,-6.666666667
110,2952,40,-13.33333333
110.05,2950,-40,-13.33333333
110.1,2948,-40,-33.33333333
110.15,2947,-20,-26.66666667
110.2,2946,-20,-33.33333333
110.25,2943,-60,-33.33333333
110.3,2942,-20,-20
110.35,2943,20,-20
110.4,2940,-60,-20
110.45,2939,-20,-40
110.5,2937,-40,-13.33333333
110.55,2938,20,-20
110.6,2936,-40,-20
110.65,2934,-40,-40
110.7,2932,-40,-33.33333333
110.75,2931,-20,-26.66666667
110.8,2930,-20,-26.66666667
110.85,2928,-40,-26.66666667
110.9,2927,-20,-33.33333333
110.95,2925,-40,-33.33333333
111,2923,-40,-20
111.05,2924,20,-13.33333333
111.1,2923,-20,-13.33333333
111.15,2921,-40,-20
111.2,2921,0,-20
111.25,2920,-20,-33.33333333
111.3,2916,-80,-46.66666667
111.35,2914,-40,-46.66666667
111.4,2913,-20,-26.66666667
111.45,2912,-20,-20
111.5,2911,-20,-20
111.55,2910,-20,-33.33333333
111.6,2907,-60,-33.33333333
111.65,2906,-20,-20
111.7,2907,20,-13.33333333
111.75,2905,-40,-13.33333333
111.8,2904,-20,-33.33333333
111.85,2902,-40,-26.66666667
111.9,2901,-20,-26.66666667
111.95,2900,-20,-20
112,2899,-20,-20
112.05,2898,-20,-20
112.1,2897,-20,-33.33333333
112.15,2894,-60,-33.33333333
112.2,2893,-20,-46.66666667
112.25,2890,-60,-26.66666667
112.3,2890,0,-33.33333333
112.35,2888,-40,-6.666666667
112.4,2889,20,-20
112.45,2887,-40,-20
112.5,2885,-40,-33.33333333
112.55,2884,-20,-26.66666667
112.6,2883,-20,-20
112.65,2882,-20,-20
112.7,2881,-20,-26.66666667
112.75,2879,-40,-20
112.8,2879,0,-26.66666667
112.85,2877,-40,-20
112.9,2876,-20,-46.66666667
112.95,2872,-80,-40
113,2871,-20,-40
113.05,2870,-20,-13.33333333
113.1,2870,0,-20
113.15,2868,-40,-33.33333333
113.2,2865,-60,-46.66666667
113.25,2863,-40,-33.33333333
113.3,2863,0,-20
113.35,2862,-20,-20
113.4,2860,-40,-20
113.45,2860,0,-33.33333333
113.5,2857,-60,-26.66666667
113.55,2856,-20,-26.66666667
113.6,2856,0,-13.33333333
113.65,2855,-20,-20
113.7,2853,-40,-20
113.75,2853,0,-33.33333333
113.8,2850,-60,-20
113.85,2850,0,-26.66666667
113.9,2849,-20,-13.33333333
113.95,2848,-20,-26.66666667
114,2846,-40,-26.66666667
114.05,2845,-20,-33.33333333
114.1,2843,-40,-20
114.15,2843,0,-20
114.2,2842,-20,-20
114.25,2840,-40,-33.33333333
114.3,2838,-40,-40
114.35,2836,-40,-33.33333333
114.4,2835,-20,-33.33333333
114.45,2833,-40,-20
114.5,2833,0,-26.66666667
114.55,2831,-40,-13.33333333
114.6,2831,0,-26.66666667
114.65,2829,-40,-20
114.7,2828,-20,-26.66666667
114.75,2827,-20,-26.66666667
114.8,2825,-40,-26.66666667
114.85,2824,-20,-33.33333333
114.9,2822,-40,-33.33333333
114.95,2820,-40,-20
115,2821,20,-26.66666667
115.05,2818,-60,-26.66666667
115.1,2816,-40,-40
115.15,2815,-20,-20
115.2,2815,0,-20
115.25,2813,-40,-20
115.3,2812,-20,-33.33333333
115.35,2810,-40,-13.33333333
115.4,2811,20,-13.33333333
115.45,2810,-20,-13.33333333
115.5,2808,-40,-26.66666667
115.55,2807,-20,-26.66666667
115.6,2806,-20,-33.33333333
115.65,2803,-60,-26.66666667
115.7,2803,0,-33.33333333
115.75,2801,-40,-26.66666667
115.8,2799,-40,-26.66666667
115.85,2799,0,-20
115.9,2798,-20,-20
115.95,2796,-40,-26.66666667
116,2795,-20,-40
116.05,2792,-60,-26.66666667
116.1,2792,0,-20
116.15,2792,0,-13.33333333
116.2,2790,-40,-13.33333333
116.25,2790,0,-33.33333333
116.3,2787,-60,-20
116.35,2787,0,-33.33333333
116.4,2785,-40,-20
116.45,2784,-20,-40
116.5,2781,-60,-33.33333333
116.55,2780,-20,-40
116.6,2778,-40,-26.66666667
116.65,2777,-20,-33.33333333
116.7,2775,-40,-13.33333333
116.75,2776,20,-40
116.8,2771,-100,-13.33333333
116.85,2773,40,-33.33333333
116.9,2771,-40,-6.666666667
116.95,2770,-20,-20
117,2770,0,-33.33333333
117.05,2766,-80,-26.66666667
117.1,2766,0,-26.66666667
117.15,2766,0,-6.666666667
117.2,2765,-20,-6.666666667
117.25,2765,0,-26.66666667
117.3,2762,-60,-20
117.35,2762,0,-26.66666667
117.4,2761,-20,-13.33333333
117.45,2760,-20,-20
117.5,2759,-20,-20
117.55,2758,-20,-26.66666667
117.6,2756,-40,-33.33333333
117.65,2754,-40,-40
117.7,2752,-40,-26.66666667
117.75,2752,0,-20
117.8,2751,-20,-13.33333333
117.85,2750,-20,-40
117.9,2746,-80,-40
117.95,2745,-20,-33.33333333
118,2745,0,-20
118.05,2743,-40,-26.66666667
118.1,2741,-40,-40
118.15,2739,-40,-33.33333333
118.2,2738,-20,-33.33333333
118.25,2736,-40,-26.66666667
118.3,2735,-20,-26.66666667
118.35,2734,-20,-26.66666667
118.4,2732,-40,-33.33333333
118.45,2730,-40,-33.33333333
118.5,2729,-20,-20
118.55,2729,0,-20
118.6,2727,-40,-20
118.65,2726,-20,-20
118.7,2726,0,-26.66666667
118.75,2723,-60,-26.66666667
118.8,2722,-20,-33.33333333
118.85,2721,-20,-20
118.9,2720,-20,-20
118.95,2719,-20,-20
119,2718,-20,-20
119.05,2717,-20,-26.66666667
119.1,2715,-40,-40
119.15,2712,-60,-26.66666667
119.2,2713,20,-26.66666667
119.25,2711,-40,-26.66666667
119.3,2708,-60,-33.33333333
119.35,2708,0,-33.33333333
119.4,2706,-40,-20
119.45,2705,-20,-20
119.5,2705,0,-20
119.55,2703,-40,-20
119.6,2702,-20,-26.66666667
119.65,2701,-20,-33.33333333
119.7,2698,-60,-33.33333333
119.75,2697,-20,-40
119.8,2695,-40,-20
119.85,2695,0,-26.66666667
119.9,2693,-40,-20
119.95,2692,-20,-26.66666667
120,2691,-20,-13.33333333
120.05,2691,0,-26.66666667
120.1,2688,-60,-26.66666667
120.15,2687,-20,-26.66666667
120.2,2687,0,-20
120.25,2685,-40,-13.33333333
120.3,2685,0,-20
120.35,2684,-20,-20
120.4,2682,-40,-33.33333333
120.45,2680,-40,-46.66666667
120.5,2677,-60,-53.33333333
120.55,2674,-60,-33.33333333
120.6,2675,20,-20
120.65,2674,-20,-13.33333333
120.7,2672,-40,-13.33333333
120.75,2673,20,-26.66666667
120.8,2670,-60,-20
120.85,2669,-20,-40
120.9,2667,-40,-20
120.95,2667,0,-33.33333333
121,2664,-60,-6.666666667
121.05,2666,40,-6.666666667
121.1,2666,0,-13.33333333
121.15,2662,-80,-40
121.2,2660,-40,-46.66666667
121.25,2659,-20,-33.33333333
121.3,2657,-40,-20
121.35,2657,0,-26.66666667
121.4,2655,-40,-20
121.45,2654,-20,-26.66666667
121.5,2653,-20,-26.66666667
121.55,2651,-40,-26.66666667
121.6,2650,-20,-26.66666667
121.65,2649,-20,-26.66666667
121.7,2647,-40,-33.33333333
121.75,2645,-40,-33.33333333
121.8,2644,-20,-26.66666667
121.85,2643,-20,-13.33333333
121.9,2643,0,-6.666666667
121.95,2643,0,-20
122,2640,-60,-33.33333333
122.05,2638,-40,-46.66666667
122.1,2636,-40,-33.33333333
122.15,2635,-20,-26.66666667
122.2,2634,-20,-20
122.25,2633,-20,-20
122.3,2632,-20,-26.66666667
122.35,2630,-40,-20
122.4,2630,0,-26.66666667
122.45,2628,-40,-13.33333333
122.5,2628,0,-26.66666667
122.55,2626,-40,-20
122.6,2625,-20,-33.33333333
122.65,2623,-40,-26.66666667
122.7,2622,-20,-40
122.75,2619,-60,-26.66666667
122.8,2619,0,-26.66666667
122.85,2618,-20,-13.33333333
122.9,2617,-20,-20
122.95,2616,-20,-26.66666667
123,2614,-40,-26.66666667
123.05,2613,-20,-20
123.1,2613,0,-6.666666667
123.15,2613,0,-13.33333333
123.2,2611,-40,-26.66666667
123.25,2609,-40,-40
123.3,2607,-40,-46.66666667
123.35,2604,-60,-33.33333333
123.4,2604,0,-20
123.45,2604,0,-13.33333333
123.5,2602,-40,-33.33333333
123.55,2599,-60,-46.66666667
123.6,2597,-40,-46.66666667
123.65,2595,-40,-33.33333333
123.7,2594,-20,-26.66666667
123.75,2593,-20,-20
123.8,2592,-20,-20
123.85,2591,-20,-26.66666667
123.9,2589,-40,-20
123.95,2589,0,-33.33333333
124,2586,-60,-33.33333333
124.05,2584,-40,-33.33333333
124.1,2584,0,-6.666666667
124.15,2585,20,0
124.2,2584,-20,-20
124.25,2581,-60,-33.33333333
124.3,2580,-20,-33.33333333
124.35,2579,-20,-13.33333333
124.4,2579,0,-6.666666667
124.45,2579,0,-20
124.5,2576,-60,-26.66666667
124.55,2575,-20,-33.33333333
124.6,2574,-20,-20
124.65,2573,-20,-33.33333333
124.7,2570,-60,-33.33333333
124.75,2569,-20,-40
124.8,2567,-40,-33.33333333
124.85,2565,-40,-40
124.9,2563,-40,-33.33333333
124.95,2562,-20,-33.33333333
125,2560,-40,-26.66666667
125.05,2559,-20,-20
125.1,2559,0,-13.33333333
125.15,2558,-20,-6.666666667
125.2,2558,0,-26.66666667
125.25,2555,-60,-33.33333333
125.3,2553,-40,-33.33333333
125.35,2553,0,-33.33333333
125.4,2550,-60,-13.33333333
125.45,2551,20,-20
125.5,2550,-20,-13.33333333
125.55,2548,-40,-40
125.6,2545,-60,-40
125.65,2544,-20,-33.33333333
125.7,2543,-20,-26.66666667
125.75,2541,-40,-26.66666667
125.8,2540,-20,-26.66666667
125.85,2539,-20,-26.66666667
125.9,2537,-40,-40
125.95,2534,-60,-26.66666667
126,2535,20,-26.66666667
126.05,2533,-40,-20
126.1,2531,-40,-33.33333333
126.15,2530,-20,-26.66666667
126.2,2529,-20,-20
126.25,2528,-20,-13.33333333
126.3,2528,0,-33.33333333
126.35,2524,-80,-13.33333333
126.4,2526,40,-33.33333333
126.45,2523,-60,-26.66666667
126.5,2520,-60,-40
126.55,2520,0,-26.66666667
126.6,2519,-20,-26.66666667
126.65,2516,-60,-26.66666667
126.7,2516,0,-20
126.75,2516,0,-20
126.8,2513,-60,-26.66666667
126.85,2512,-20,-46.66666667
126.9,2509,-60,-33.33333333
126.95,2508,-20,-26.66666667
127,2508,0,-13.33333333
127.05,2507,-20,-13.33333333
127.1,2506,-20,-20
127.15,2505,-20,-26.66666667
127.2,2503,-40,-26.66666667
127.25,2502,-20,-20
127.3,2502,0,-33.33333333
127.35,2498,-80,-20
127.4,2499,20,-33.33333333
127.45,2497,-40,-6.666666667
127.5,2497,0,-33.33333333
127.55,2494,-60,-40
127.6,2491,-60,-26.66666667
127.65,2493,40,-26.66666667
127.7,2490,-60,-13.33333333
127.75,2489,-20,-40
127.8,2487,-40,-26.66666667
127.85,2486,-20,-26.66666667
127.9,2485,-20,-26.66666667
127.95,2483,-40,-33.33333333
128,2481,-40,-26.66666667
128.05,2481,0,-26.66666667
128.1,2479,-40,-26.66666667
128.15,2477,-40,-33.33333333
128.2,2476,-20,-20
128.25,2476,0,-26.66666667
128.3,2473,-60,-20
128.35,2473,0,-33.33333333
128.4,2471,-40,0
128.45,2473,40,-20
128.5,2470,-60,-20
128.55,2468,-40,-40
128.6,2467,-20,-40
128.65,2464,-60,-33.33333333
128.7,2463,-20,-40
128.75,2461,-40,-20
128.8,2461,0,-20
128.85,2460,-20,-26.66666667
128.9,2457,-60,-26.66666667
128.95,2457,0,-20
129,2457,0,-20
129.05,2454,-60,-26.66666667
129.1,2453,-20,-20
129.15,2454,20,-20
129.2,2451,-60,-13.33333333
129.25,2451,0,-40
129.3,2448,-60,-20
129.35,2448,0,-33.33333333
129.4,2446,-40,-13.33333333
129.45,2446,0,-33.33333333
129.5,2443,-60,-33.33333333
129.55,2441,-40,-46.66666667
129.6,2439,-40,-40
129.65,2437,-40,-26.66666667
129.7,2437,0,-26.66666667
129.75,2435,-40,-26.66666667
129.8,2433,-40,-33.33333333
129.85,2432,-20,-26.66666667
129.9,2431,-20,-33.33333333
129.95,2428,-60,-26.66666667
130,2428,0,-33.33333333
130.05,2426,-40,-13.33333333
130.1,2426,0,-20
130.15,2425,-20,-26.66666667
130.2,2422,-60,-33.33333333
130.25,2421,-20,-40
130.3,2419,-40,-13.33333333
130.35,2420,20,-20
130.4,2418,-40,-13.33333333
130.45,2417,-20,-33.33333333
130.5,2415,-40,-33.33333333
130.55,2413,-40,-26.66666667
130.6,2413,0,-13.33333333
130.65,2413,0,-13.33333333
130.7,2411,-40,-20
130.75,2410,-20,-33.33333333
130.8,2408,-40,-26.66666667
130.85,2407,-20,-33.33333333
130.9,2405,-40,-26.66666667
130.95,2404,-20,-26.66666667
131,2403,-20,-20
131.05,2402,-20,-26.66666667
131.1,2400,-40,-33.33333333
131.15,2398,-40,-33.33333333
131.2,2397,-20,-20
131.25,2397,0,-20
131.3,2395,-40,-20
131.35,2394,-20,-33.33333333
131.4,2392,-40,-26.66666667
131.45,2391,-20,-26.66666667
131.5,2390,-20,-26.66666667
131.55,2388,-40,-33.33333333
131.6,2386,-40,-26.66666667
131.65,2386,0,-33.33333333
131.7,2383,-60,-20
131.75,2383,0,-26.66666667
131.8,2382,-20,0
131.85,2383,20,-13.33333333
131.9,2381,-40,-33.33333333
131.95,2377,-80,-33.33333333
132,2378,20,-40
132.05,2375,-60,-26.66666667
132.1,2373,-40,-33.33333333
132.15,2373,0,-33.33333333
132.2,2370,-60,-20
132.25,2370,0,-33.33333333
132.3,2368,-40,-20
132.35,2367,-20,-26.66666667
132.4,2366,-20,-33.33333333
132.45,2363,-60,-33.33333333
132.5,2362,-20,-33.33333333
132.55,2361,-20,-20
132.6,2360,-20,-33.33333333
132.65,2357,-60,-26.66666667
132.7,2357,0,-20
132.75,2357,0,-6.666666667
132.8,2356,-20,-13.33333333
132.85,2355,-20,-26.66666667
132.9,2353,-40,-33.33333333
132.95,2351,-40,-33.33333333
133,2350,-20,-33.33333333
133.05,2348,-40,-26.66666667
133.1,2347,-20,-26.66666667
133.15,2346,-20,-26.66666667
133.2,2344,-40,-26.66666667
133.25,2343,-20,-40
133.3,2340,-60,-13.33333333
133.35,2342,40,-20
133.4,2340,-40,-6.666666667
133.45,2339,-20,-33.33333333
133.5,2337,-40,-26.66666667
133.55,2336,-20,-33.33333333
133.6,2334,-40,-26.66666667
133.65,2333,-20,-46.66666667
133.7,2329,-80,-20
133.75,2331,40,-26.66666667
133.8,2329,-40,-13.33333333
133.85,2327,-40,-33.33333333
133.9,2326,-20,-20
133.95,2326,0,-13.33333333
134,2325,-20,-26.66666667
134.05,2322,-60,-26.66666667
134.1,2322,0,-33.33333333
134.15,2320,-40,-13.33333333
134.2,2320,0,-33.33333333
134.25,2317,-60,-33.33333333
134.3,2315,-40,-40
134.35,2314,-20,-33.33333333
134.4,2312,-40,-26.66666667
134.45,2311,-20,-33.33333333
134.5,2309,-40,-26.66666667
134.55,2308,-20,-26.66666667
134.6,2307,-20,-20
134.65,2306,-20,-20
134.7,2305,-20,-26.66666667
134.75,2303,-40,-26.66666667
134.8,2302,-20,-33.33333333
134.85,2300,-40,-20
134.9,2300,0,-20
134.95,2299,-20,-13.33333333
135,2298,-20,-26.66666667
135.05,2296,-40,-33.33333333
135.1,2294,-40,-40
135.15,2292,-40,-40
135.2,2290,-40,-33.33333333
135.25,2289,-20,-26.66666667
135.3,2288,-20,-20
135.35,2287,-20,-26.66666667
135.4,2285,-40,-33.33333333
135.45,2283,-40,-40
135.5,2281,-40,-26.66666667
135.55,2281,0,-26.66666667
135.6,2279,-40,-13.33333333
135.65,2279,0,-20
135.7,2278,-20,-20
135.75,2276,-40,-26.66666667
135.8,2275,-20,-40
135.85,2272,-60,-40
135.9,2270,-40,-40
135.95,2269,-20,-20
136,2269,0,-13.33333333
136.05,2268,-20,-26.66666667
136.1,2265,-60,-20
136.15,2266,20,-26.66666667
136.2,2264,-40,-6.666666667
136.25,2264,0,-20
136.3,2263,-20,-13.33333333
136.35,2262,-20,-20
136.4,2261,-20,-20
136.45,2260,-20,-20
136.5,2259,-20,-26.66666667
136.55,2257,-40,-40
