#Horizon flight at 1000psi,,,
#10th August 2024,,,
time,altitude f,speed,speed averaged
s,feet,f/s,f/s
46.05,4579,0,-33.33333333
46.1,4576,-60,-20
46.15,4576,0,-33.33333333
46.2,4574,-40,-6.666666667
46.25,4575,20,-20
46.3,4573,-40,-20
46.35,4571,-40,-40
46.4,4569,-40,-33.33333333
46.45,4568,-20,-26.66666667
46.5,4567,-20,-26.66666667
46.55,4565,-40,-40
46.6,4562,-60,-40
46.65,4561,-20,-40
46.7,4559,-40,-26.66666667
46.75,4558,-20,-20
46.8,4558,0,-26.66666667
46.85,4555,-60,-13.33333333
46.9,4556,20,-26.66666667
46.95,4554,-40,-13.33333333
47,4553,-20,-26.66666667
47.05,4552,-20,-26.66666667
47.1,4550,-40,-33.33333333
47.15,4548,-40,-26.66666667
47.2,4548,0,-20
47.25,4547,-20,-20
47.3,4545,-40,-26.66666667
47.35,4544,-20,-26.66666667
47.4,4543,-20,-26.66666667
47.45,4541,-40,-26.66666667
47.5,4540,-20,-20
47.55,4540,0,-20
47.6,4538,-40,-20
47.65,4537,-20,-40
47.7,4534,-60,-26.66666667
47.75,4534,0,-26.66666667
47.8,4533,-20,-13.33333333
47.85,4532,-20,-20
47.9,4531,-20,-26.66666667
47.95,4529,-40,-20
48,4529,0,-26.66666667
48.05,4527,-40,-13.33333333
48.1,4527,0,-26.66666667
48.15,4525,-40,-20
48.2,4524,-20,-33.33333333
48.25,4522,-40,-20
48.3,4522,0,-33.33333333
48.35,4519,-60,-26.66666667
48.4,4518,-20,-33.33333333
48.45,4517,-20,-33.33333333
48.5,4514,-60,-26.66666667
48.55,4514,0,-26.66666667
48.6,4513,-20,-20
48.65,4511,-40,-33.33333333
48.7,4509,-40,-40
48.75,4507,-40,-20
48.8,4508,20,-20
48.85,4506,-40,-13.33333333
48.9,4505,-20,-13.33333333
48.95,4506,20,-20
49,4503,-60,-33.33333333
49.05,4500,-60,-33.33333333
49.1,4501,20,-13.33333333
49.15,4501,0,-20
49.2,4497,-80,-26.66666667
49.25,4497,0,-40
49.3,4495,-40,-26.66666667
49.35,4493,-40,-33.33333333
49.4,4492,-20,-46.66666667
49.45,4488,-80,-33.33333333
49.5,4488,0,-20
49.55,4489,20,-6.666666667
49.6,4487,-40,-26.66666667
49.65,4484,-60,-33.33333333
49.7,4484,0,-20
49.75,4484,0,-6.666666667
49.8,4483,-20,-26.66666667
49.85,4480,-60,-20
49.9,4481,20,-33.33333333
49.95,4478,-60,-26.66666667
50,4476,-40,-33.33333333
50.05,4476,0,-20
50.1,4475,-20,-26.66666667
50.15,4472,-60,-20
50.2,4473,20,-13.33333333
50.25,4473,0,0
50.3,4472,-20,-20
50.35,4470,-40,-26.66666667
50.4,4469,-20,-26.66666667
50.45,4468,-20,-33.33333333
50.5,4465,-60,-33.33333333
50.55,4464,-20,-40
50.6,4462,-40,-40
50.65,4459,-60,-40
50.7,4458,-20,-40
50.75,4456,-40,-20
50.8,4456,0,-26.66666667
50.85,4454,-40,-26.66666667
50.9,4452,-40,-33.33333333
50.95,4451,-20,-26.66666667
51,4450,-20,-26.66666667
51.05,4448,-40,-33.33333333
51.1,4446,-40,-33.33333333
51.15,4445,-20,-26.66666667
51.2,4444,-20,-13.33333333
51.25,4444,0,-20
51.3,4442,-40,-20
51.35,4441,-20,-33.33333333
51.4,4439,-40,-26.66666667
51.45,4438,-20,-46.66666667
51.5,4434,-80,-20
51.55,4436,40,-26.66666667
51.6,4434,-40,6.666666667
51.65,4435,20,-26.66666667
51.7,4432,-60,-20
51.75,4431,-20,-40
51.8,4429,-40,-26.66666667
51.85,4428,-20,-20
51.9,4428,0,-20
51.95,4426,-40,-13.33333333
52,4426,0,-33.33333333
52.05,4423,-60,-26.66666667
52.1,4422,-20,-40
52.15,4420,-40,-33.33333333
52.2,4418,-40,-33.33333333
52.25,4417,-20,-26.66666667
52.3,4416,-20,-13.33333333
52.35,4416,0,-26.66666667
52.4,4413,-60,-26.66666667
52.45,4412,-20,-40
52.5,4410,-40,-33.33333333
52.55,4408,-40,-26.66666667
52.6,4408,0,-20
52.65,4407,-20,-6.666666667
52.7,4407,0,-33.33333333
52.75,4403,-80,-26.66666667
52.8,4403,0,-46.66666667
52.85,4400,-60,-20
52.9,4400,0,-46.66666667
52.95,4396,-80,-26.66666667
53,4396,0,-26.66666667
53.05,4396,0,-6.666666667
53.1,4395,-20,-26.66666667
53.15,4392,-60,-33.33333333
53.2,4391,-20,-40
53.25,4389,-40,-33.33333333
53.3,4387,-40,-26.66666667
53.35,4387,0,-26.66666667
53.4,4385,-40,-20
53.45,4384,-20,-13.33333333
53.5,4385,20,-26.66666667
53.55,4381,-80,-20
53.6,4381,0,-40
53.65,4379,-40,-20
53.7,4378,-20,-33.33333333
53.75,4376,-40,-26.66666667
53.8,4375,-20,-33.33333333
53.85,4373,-40,-20
53.9,4373,0,-26.66666667
53.95,4371,-40,-13.33333333
54,4371,0,-20
54.05,4370,-20,-13.33333333
54.1,4369,-20,-26.66666667
54.15,4367,-40,-33.33333333
54.2,4365,-40,-33.33333333
54.25,4364,-20,-20
54.3,4364,0,-13.33333333
54.35,4363,-20,-26.66666667
54.4,4360,-60,-26.66666667
54.45,4360,0,-40
54.5,4357,-60,-26.66666667
54.55,4356,-20,-33.33333333
54.6,4355,-20,-20
54.65,4354,-20,-26.66666667
54.7,4352,-40,-33.33333333
54.75,4350,-40,-33.33333333
54.8,4349,-20,-26.66666667
54.85,4348,-20,-26.66666667
54.9,4346,-40,-26.66666667
54.95,4345,-20,-26.66666667
55,4344,-20,-20
55.05,4343,-20,-20
55.1,4342,-20,-26.66666667
55.15,4340,-40,-20
55.2,4340,0,-26.66666667
55.25,4338,-40,-20
55.3,4337,-20,-33.33333333
55.35,4335,-40,-20
55.4,4335,0,-13.33333333
55.45,4335,0,-6.666666667
55.5,4334,-20,-6.666666667
55.55,4334,0,-26.66666667
55.6,4331,-60,-33.33333333
55.65,4329,-40,-33.33333333
55.7,4329,0,-33.33333333
55.75,4326,-60,-40
55.8,4323,-60,-53.33333333
55.85,4321,-40,-40
55.9,4320,-20,-26.66666667
55.95,4319,-20,-26.66666667
56,4317,-40,-20
56.05,4317,0,-26.66666667
56.1,4315,-40,-26.66666667
56.15,4313,-40,-26.66666667
56.2,4313,0,-26.66666667
56.25,4311,-40,-26.66666667
56.3,4309,-40,-26.66666667
56.35,4309,0,-20
56.4,4308,-20,-13.33333333
56.45,4307,-20,-33.33333333
56.5,4304,-60,-26.66666667
56.55,4304,0,-26.66666667
56.6,4303,-20,-13.33333333
56.65,4302,-20,-33.33333333
56.7,4299,-60,-26.66666667
56.75,4299,0,-20
56.8,4299,0,-13.33333333
56.85,4297,-40,-20
56.9,4296,-20,-33.33333333
56.95,4294,-40,-20
57,4294,0,-26.66666667
57.05,4292,-40,-26.66666667
57.1,4290,-40,-26.66666667
57.15,4290,0,-33.33333333
57.2,4287,-60,-26.66666667
57.25,4286,-20,-46.66666667
57.3,4283,-60,-26.66666667
57.35,4283,0,-20
57.4,4283,0,-26.66666667
57.45,4279,-80,-20
57.5,4280,20,-40
57.55,4277,-60,-6.666666667
57.6,4278,20,-33.33333333
57.65,4275,-60,-20
57.7,4274,-20,-26.66666667
57.75,4274,0,-6.666666667
57.8,4274,0,-26.66666667
57.85,4270,-80,-33.33333333
57.9,4269,-20,-46.66666667
57.95,4267,-40,-26.66666667
58,4266,-20,-13.33333333
58.05,4267,20,-6.666666667
58.1,4266,-20,-13.33333333
58.15,4264,-40,-26.66666667
58.2,4263,-20,-26.66666667
58.25,4262,-20,-26.66666667
58.3,4260,-40,-26.66666667
58.35,4259,-20,-26.66666667
58.4,4258,-20,-40
58.45,4254,-80,-26.66666667
58.5,4255,20,-20
58.55,4255,0,-6.666666667
58.6,4253,-40,-20
58.65,4252,-20,-33.33333333
58.7,4250,-40,-33.33333333
58.75,4248,-40,-26.66666667
58.8,4248,0,-26.66666667
58.85,4246,-40,-13.33333333
58.9,4246,0,-33.33333333
58.95,4243,-60,-26.66666667
59,4242,-20,-33.33333333
59.05,4241,-20,-20
59.1,4240,-20,-26.66666667
59.15,4238,-40,-20
59.2,4238,0,-20
59.25,4237,-20,-20
59.3,4235,-40,-26.66666667
59.35,4234,-20,-26.66666667
59.4,4233,-20,-33.33333333
59.45,4230,-60,-33.33333333
59.5,4229,-20,-26.66666667
59.55,4229,0,-20
59.6,4227,-40,-20
59.65,4226,-20,-33.33333333
59.7,4224,-40,-26.66666667
59.75,4223,-20,-40
59.8,4220,-60,-26.66666667
59.85,4220,0,-26.66666667
59.9,4219,-20,-13.33333333
59.95,4218,-20,-33.33333333
60,4215,-60,-26.66666667
60.05,4215,0,-13.33333333
60.1,4216,20,-13.33333333
60.15,4213,-60,-20
60.2,4212,-20,-40
60.25,4210,-40,-40
60.3,4207,-60,-20
60.35,4209,40,-13.33333333
60.4,4208,-20,-13.33333333
60.45,4205,-60,-26.66666667
60.5,4205,0,-26.66666667
60.55,4204,-20,-13.33333333
60.6,4203,-20,-26.66666667
60.65,4201,-40,-26.66666667
60.7,4200,-20,-33.33333333
60.75,4198,-40,-33.33333333
60.8,4196,-40,-13.33333333
60.85,4198,40,-20
60.9,4195,-60,-20
60.95,4193,-40,-33.33333333
61,4193,0,-20
61.05,4192,-20,-20
61.1,4190,-40,-6.666666667
61.15,4192,40,-40
61.2,4186,-120,-20
61.25,4187,20,-46.66666667
61.3,4185,-40,-13.33333333
61.35,4184,-20,-26.66666667
61.4,4183,-20,-33.33333333
61.45,4180,-60,-33.33333333
61.5,4179,-20,-40
61.55,4177,-40,-33.33333333
61.6,4175,-40,-33.33333333
61.65,4174,-20,-20
61.7,4174,0,-26.66666667
61.75,4171,-60,-33.33333333
61.8,4169,-40,-46.66666667
61.85,4167,-40,-20
61.9,4168,20,-26.66666667
61.95,4165,-60,-13.33333333
62,4165,0,-26.66666667
62.05,4164,-20,-6.666666667
62.1,4164,0,-26.66666667
62.15,4161,-60,-33.33333333
62.2,4159,-40,-33.33333333
62.25,4159,0,-20
62.3,4158,-20,-26.66666667
62.35,4155,-60,-26.66666667
62.4,4155,0,-40
62.45,4152,-60,-26.66666667
62.5,4151,-20,-33.33333333
62.55,4150,-20,-13.33333333
62.6,4150,0,-13.33333333
62.65,4149,-20,-6.666666667
62.7,4149,0,-33.33333333
62.75,4145,-80,-33.33333333
62.8,4144,-20,-33.33333333
62.85,4144,0,-20
62.9,4142,-40,-20
62.95,4141,-20,-33.33333333
63,4139,-40,-26.66666667
63.05,4138,-20,-33.33333333
63.1,4136,-40,-26.66666667
63.15,4135,-20,-26.66666667
63.2,4134,-20,-6.666666667
63.25,4135,20,-20
63.3,4132,-60,-13.33333333
63.35,4132,0,-40
63.4,4129,-60,-33.33333333
63.45,4127,-40,-26.66666667
63.5,4128,20,-33.33333333
63.55,4124,-80,-20
63.6,4124,0,-33.33333333
63.65,4123,-20,-6.666666667
63.7,4123,0,-26.66666667
63.75,4120,-60,-40
63.8,4117,-60,-40
63.85,4117,0,-33.33333333
63.9,4115,-40,-26.66666667
63.95,4113,-40,-20
64,4114,20,-26.66666667
64.05,4111,-60,-20
64.1,4110,-20,-33.33333333
64.15,4109,-20,-13.33333333
64.2,4109,0,-26.66666667
64.25,4106,-60,-26.66666667
64.3,4105,-20,-33.33333333
64.35,4104,-20,-20
64.4,4103,-20,-26.66666667
64.45,4101,-40,-26.66666667
64.5,4100,-20,-20
64.55,4100,0,-26.66666667
64.6,4097,-60,-26.66666667
64.65,4096,-20,-33.33333333
64.7,4095,-20,-13.33333333
64.75,4095,0,-6.666666667
64.8,4095,0,-13.33333333
64.85,4093,-40,-33.33333333
64.9,4090,-60,-20
64.95,4092,40,-33.33333333
65,4088,-80,-13.33333333
65.05,4088,0,-40
65.1,4086,-40,-33.33333333
65.15,4083,-60,-33.33333333
65.2,4083,0,-40
65.25,4080,-60,-20
65.3,4080,0,-33.33333333
65.35,4078,-40,-13.33333333
65.4,4078,0,-13.33333333
65.45,4078,0,-26.66666667
65.5,4074,-80,-20
65.55,4075,20,-46.66666667
65.6,4071,-80,-33.33333333
65.65,4069,-40,-33.33333333
65.7,4070,20,-13.33333333
65.75,4069,-20,0
65.8,4069,0,-20
65.85,4067,-40,-26.66666667
65.9,4065,-40,-33.33333333
65.95,4064,-20,-26.66666667
66,4063,-20,-20
66.05,4062,-20,-26.66666667
66.1,4060,-40,-26.66666667
66.15,4059,-20,-33.33333333
66.2,4057,-40,-26.66666667
66.25,4056,-20,-26.66666667
66.3,4055,-20,-33.33333333
66.35,4052,-60,-20
66.4,4053,20,-33.33333333
66.45,4050,-60,-26.66666667
66.5,4048,-40,-33.33333333
66.55,4048,0,-26.66666667
66.6,4046,-40,-26.66666667
66.65,4044,-40,-33.33333333
66.7,4043,-20,-26.66666667
66.75,4042,-20,-33.33333333
66.8,4039,-60,-26.66666667
66.85,4039,0,-40
66.9,4036,-60,-20
66.95,4036,0,-33.33333333
67,4034,-40,-20
67.05,4033,-20,-40
67.1,4030,-60,-26.66666667
67.15,4030,0,-20
67.2,4030,0,-20
67.25,4027,-60,-20
67.3,4027,0,-33.33333333
67.35,4025,-40,-6.666666667
67.4,4026,20,-26.66666667
67.45,4023,-60,-20
67.5,4022,-20,-40
67.55,4020,-40,-40
67.6,4017,-60,-26.66666667
67.65,4018,20,-20
67.7,4017,-20,-6.666666667
67.75,4016,-20,-26.66666667
67.8,4014,-40,-26.66666667
67.85,4013,-20,-33.33333333
67.9,4011,-40,-20
67.95,4011,0,-13.33333333
68,4011,0,-20
68.05,4008,-60,-20
68.1,4008,0,-33.33333333
68.15,4006,-40,-20
68.2,4005,-20,-26.66666667
68.25,4004,-20,-26.66666667
68.3,4002,-40,-40
68.35,3999,-60,-20
68.4,4001,40,-26.66666667
68.45,3998,-60,-20
68.5,3996,-40,-40
68.55,3995,-20,-20
68.6,3995,0,-13.33333333
68.65,3994,-20,-26.66666667
68.7,3991,-60,-26.66666667
68.75,3991,0,-33.33333333
68.8,3989,-40,-26.66666667
68.85,3987,-40,-40
68.9,3985,-40,-26.66666667
68.95,3985,0,-20
69,3984,-20,-6.666666667
69.05,3984,0,-20
69.1,3982,-40,-33.33333333
69.15,3979,-60,-26.66666667
69.2,3980,20,-20
69.25,3979,-20,-13.33333333
69.3,3977,-40,-26.66666667
69.35,3976,-20,-26.66666667
69.4,3975,-20,-26.66666667
69.45,3973,-40,-33.33333333
69.5,3971,-40,-40
69.55,3969,-40,-33.33333333
69.6,3968,-20,-26.66666667
69.65,3967,-20,-6.666666667
69.7,3968,20,-26.66666667
69.75,3964,-80,-26.66666667
69.8,3963,-20,-46.66666667
69.85,3961,-40,-20
69.9,3961,0,-26.66666667
69.95,3959,-40,-13.33333333
70,3959,0,-26.66666667
70.05,3957,-40,-26.66666667
70.1,3955,-40,-40
70.15,3953,-40,-26.66666667
70.2,3953,0,-26.66666667
70.25,3951,-40,-20
70.3,3950,-20,-20
70.35,3950,0,-20
70.4,3948,-40,-20
70.45,3947,-20,-20
70.5,3947,0,-20
70.55,3945,-40,-20
70.6,3944,-20,-33.33333333
70.65,3942,-40,-33.33333333
70.7,3940,-40,-33.33333333
70.75,3939,-20,-33.33333333
70.8,3937,-40,-26.66666667
70.85,3936,-20,-33.33333333
70.9,3934,-40,-20
70.95,3934,0,-26.66666667
71,3932,-40,-20
71.05,3931,-20,-40
71.1,3928,-60,-33.33333333
71.15,3927,-20,-46.66666667
71.2,3924,-60,-20
71.25,3925,20,-6.666666667
71.3,3926,20,-13.33333333
71.35,3922,-80,-20
71.4,3922,0,-26.66666667
71.45,3922,0,-6.666666667
71.5,3921,-20,-13.33333333
71.55,3920,-20,-13.33333333
71.6,3920,0,-20
71.65,3918,-40,-20
71.7,3917,-20,-26.66666667
71.75,3916,-20,-26.66666667
71.8,3914,-40,-40
71.85,3911,-60,-33.33333333
71.9,3911,0,-33.33333333
71.95,3909,-40,-20
72,3908,-20,-40
72.05,3905,-60,-26.66666667
72.1,3905,0,-26.66666667
72.15,3904,-20,-20
72.2,3902,-40,-33.33333333
72.25,3900,-40,-33.33333333
72.3,3899,-20,-33.33333333
72.35,3897,-40,-20
72.4,3897,0,-20
72.45,3896,-20,-26.66666667
72.5,3893,-60,-26.66666667
72.55,3893,0,-33.33333333
72.6,3891,-40,-26.66666667
72.65,3889,-40,-26.66666667
72.7,3889,0,-13.33333333
72.75,3889,0,-20
72.8,3886,-60,-20
72.85,3886,0,-33.33333333
72.9,3884,-40,-26.66666667
72.95,3882,-40,-40
73,3880,-40,-33.33333333
73.05,3879,-20,-26.66666667
73.1,3878,-20,-20
73.15,3877,-20,-33.33333333
73.2,3874,-60,-20
73.25,3875,20,-33.33333333
73.3,3872,-60,-13.33333333
73.35,3872,0,-33.33333333
73.4,3870,-40,-13.33333333
73.45,3870,0,-26.66666667
73.5,3868,-40,-20
73.55,3867,-20,-26.66666667
73.6,3866,-20,-26.66666667
73.65,3864,-40,-26.66666667
73.7,3863,-20,-33.33333333
73.75,3861,-40,-26.66666667
73.8,3860,-20,-20
73.85,3860,0,-13.33333333
73.9,3859,-20,-33.33333333
73.95,3855,-80,-33.33333333
74,3855,0,-33.33333333
74.05,3854,-20,-13.33333333
74.1,3853,-20,-20
74.15,3852,-20,-13.33333333
74.2,3852,0,-26.66666667
74.25,3849,-60,-26.66666667
74.3,3848,-20,-40
74.35,3846,-40,-26.66666667
74.4,3845,-20,-26.66666667
74.45,3844,-20,-20
74.5,3843,-20,-20
74.55,3842,-20,-20
74.6,3841,-20,-26.66666667
74.65,3839,-40,-26.66666667
74.7,3838,-20,-20
74.75,3838,0,-33.33333333
74.8,3834,-80,-26.66666667
74.85,3834,0,-33.33333333
74.9,3833,-20,-6.666666667
74.95,3833,0,-26.66666667
75,3830,-60,-26.66666667
75.05,3829,-20,-33.33333333
75.1,3828,-20,-6.666666667
75.15,3829,20,-26.66666667
75.2,3825,-80,-26.66666667
75.25,3824,-20,-33.33333333
75.3,3824,0,-26.66666667
75.35,3821,-60,-26.66666667
75.4,3820,-20,-26.66666667
75.45,3820,0,-13.33333333
75.5,3819,-20,-13.33333333
75.55,3818,-20,-40
75.6,3814,-80,-26.66666667
75.65,3815,20,-26.66666667
75.7,3814,-20,-13.33333333
75.75,3812,-40,-26.66666667
75.8,3811,-20,-26.66666667
75.85,3810,-20,-6.666666667
75.9,3811,20,-13.33333333
75.95,3809,-40,-20
76,3807,-40,-40
76.05,3805,-40,-33.33333333
76.1,3804,-20,-46.66666667
76.15,3800,-80,-33.33333333
76.2,3800,0,-26.66666667
76.25,3800,0,-6.666666667
76.3,3799,-20,-13.33333333
76.35,3798,-20,-33.33333333
76.4,3795,-60,-20
76.45,3796,20,-26.66666667
76.5,3794,-40,-13.33333333
76.55,3793,-20,-26.66666667
76.6,3792,-20,-20
76.65,3791,-20,-20
76.7,3790,-20,-20
76.75,3789,-20,-20
76.8,3788,-20,-20
76.85,3787,-20,-33.33333333
76.9,3784,-60,-26.66666667
76.95,3784,0,-33.33333333
77,3782,-40,-26.66666667
77.05,3780,-40,-33.33333333
77.1,3779,-20,-26.66666667
77.15,3778,-20,-20
77.2,3777,-20,-26.66666667
77.25,3775,-40,-26.66666667
77.3,3774,-20,-40
77.35,3771,-60,-20
77.4,3772,20,-40
77.45,3768,-80,-13.33333333
77.5,3769,20,-26.66666667
77.55,3768,-20,-20
77.6,3765,-60,-26.66666667
77.65,3765,0,-33.33333333
77.7,3763,-40,-13.33333333
77.75,3763,0,-20
77.8,3762,-20,-20
77.85,3760,-40,-26.66666667
77.9,3759,-20,-13.33333333
77.95,3760,20,-13.33333333
78,3758,-40,-20
78.05,3756,-40,-26.66666667
78.1,3756,0,-26.66666667
78.15,3754,-40,-6.666666667
78.2,3755,20,0
78.25,3756,20,-13.33333333
78.3,3752,-80,-26.66666667
78.35,3751,-20,-53.33333333
78.4,3748,-60,-40
78.45,3746,-40,-33.33333333
78.5,3746,0,-26.66666667
78.55,3744,-40,-13.33333333
78.6,3744,0,-33.33333333
78.65,3741,-60,-26.66666667
78.7,3740,-20,-33.33333333
78.75,3739,-20,-20
78.8,3738,-20,-26.66666667
78.85,3736,-40,-20
78.9,3736,0,-20
78.95,3735,-20,-20
79,3733,-40,-26.66666667
79.05,3732,-20,-33.33333333
79.1,3730,-40,-20
79.15,3730,0,-33.33333333
79.2,3727,-60,-20
79.25,3727,0,-33.33333333
79.3,3725,-40,-6.666666667
79.35,3726,20,-13.33333333
79.4,3725,-20,-20
79.45,3722,-60,-26.66666667
79.5,3722,0,-40
79.55,3719,-60,-20
79.6,3719,0,-26.66666667
79.65,3718,-20,-13.33333333
79.7,3717,-20,-13.33333333
79.75,3717,0,-20
79.8,3715,-40,-20
79.85,3714,-20,-33.33333333
79.9,3712,-40,-26.66666667
79.95,3711,-20,-26.66666667
80,3710,-20,-6.666666667
80.05,3711,20,-20
80.1,3708,-60,-20
80.15,3707,-20,-33.33333333
80.2,3706,-20,-20
80.25,3705,-20,-26.66666667
80.3,3703,-40,-40
80.35,3700,-60,-33.33333333
80.4,3700,0,-26.66666667
80.45,3699,-20,-20
80.5,3697,-40,-20
80.55,3697,0,-26.66666667
80.6,3695,-40,-26.66666667
80.65,3693,-40,-33.33333333
80.7,3692,-20,-20
80.75,3692,0,-20
80.8,3690,-40,-13.33333333
80.85,3690,0,-33.33333333
80.9,3687,-60,-26.66666667
80.95,3686,-20,-26.66666667
81,3686,0,-20
81.05,3684,-40,-13.33333333
81.1,3684,0,-20
81.15,3683,-20,-13.33333333
81.2,3682,-20,-20
81.25,3681,-20,-26.66666667
81.3,3679,-40,-26.66666667
81.35,3678,-20,-33.33333333
81.4,3676,-40,-33.33333333
81.45,3674,-40,-26.66666667
81.5,3674,0,-20
81.55,3673,-20,-20
81.6,3671,-40,-26.66666667
81.65,3670,-20,-26.66666667
81.7,3669,-20,-26.66666667
81.75,3667,-40,-26.66666667
81.8,3666,-20,-26.66666667
81.85,3665,-20,-13.33333333
81.9,3665,0,-20
81.95,3663,-40,-33.33333333
82,3660,-60,-13.33333333
82.05,3663,60,-20
82.1,3660,-60,-6.666666667
82.15,3659,-20,-26.66666667
82.2,3659,0,-26.66666667
82.25,3656,-60,-20
82.3,3656,0,-33.33333333
82.35,3654,-40,-20
82.4,3653,-20,-40
82.45,3650,-60,-33.33333333
82.5,3649,-20,-46.66666667
82.55,3646,-60,-33.33333333
82.6,3645,-20,-26.66666667
82.65,3645,0,-26.66666667
82.7,3642,-60,-26.66666667
82.75,3641,-20,-33.33333333
82.8,3640,-20,-13.33333333
82.85,3640,0,-13.33333333
82.9,3639,-20,-26.66666667
82.95,3636,-60,-33.33333333
83,3635,-20,-40
83.05,3633,-40,-33.33333333
83.1,3631,-40,-26.66666667
83.15,3631,0,-26.66666667
83.2,3629,-40,-20
83.25,3628,-20,-33.33333333
83.3,3626,-40,-26.66666667
83.35,3625,-20,-26.66666667
83.4,3624,-20,-13.33333333
83.45,3624,0,-6.666666667
83.5,3624,0,-13.33333333
83.55,3622,-40,-33.33333333
83.6,3619,-60,-40
83.65,3618,-20,-33.33333333
83.7,3617,-20,-13.33333333
83.75,3617,0,-20
83.8,3615,-40,-13.33333333
83.85,3615,0,-26.66666667
83.9,3613,-40,-20
83.95,3612,-20,-40
84,3609,-60,-33.33333333
84.05,3608,-20,-33.33333333
84.1,3607,-20,-26.66666667
84.15,3605,-40,-20
84.2,3605,0,-26.66666667
84.25,3603,-40,-26.66666667
84.3,3601,-40,-26.66666667
84.35,3601,0,-33.33333333
84.4,3598,-60,-13.33333333
84.45,3599,20,-13.33333333
84.5,3599,0,0
84.55,3598,-20,-26.66666667
84.6,3595,-60,-33.33333333
84.65,3594,-20,-26.66666667
84.7,3594,0,-33.33333333
84.75,3590,-80,-26.66666667
84.8,3590,0,-40
84.85,3588,-40,-13.33333333
84.9,3588,0,-33.33333333
84.95,3585,-60,-26.66666667
85,3584,-20,-40
85.05,3582,-40,-26.66666667
85.1,3581,-20,-26.66666667
85.15,3580,-20,-26.66666667
85.2,3578,-40,-13.33333333
85.25,3579,20,-13.33333333
85.3,3578,-20,-6.666666667
85.35,3577,-20,-26.66666667
85.4,3575,-40,-33.33333333
85.45,3573,-40,-40
85.5,3571,-40,-40
85.55,3569,-40,-13.33333333
85.6,3571,40,-26.66666667
85.65,3567,-80,-20
85.7,3566,-20,-46.66666667
85.75,3564,-40,-20
85.8,3564,0,-20
85.85,3563,-20,-13.33333333
85.9,3562,-20,-33.33333333
85.95,3559,-60,-33.33333333
86,3558,-20,-26.66666667
86.05,3558,0,-13.33333333
86.1,3557,-20,-13.33333333
86.15,3556,-20,-13.33333333
86.2,3556,0,-26.66666667
86.25,3553,-60,-20
86.3,3553,0,-40
86.35,3550,-60,-20
86.4,3550,0,-26.66666667
86.45,3549,-20,-13.33333333
86.5,3548,-20,-20
86.55,3547,-20,-26.66666667
86.6,3545,-40,-20
86.65,3545,0,-20
86.7,3544,-20,-26.66666667
86.75,3541,-60,-20
86.8,3542,20,-26.66666667
86.85,3540,-40,-20
86.9,3538,-40,-33.33333333
86.95,3537,-20,-33.33333333
87,3535,-40,-20
87.05,3535,0,-26.66666667
87.1,3533,-40,-26.66666667
87.15,3531,-40,-33.33333333
87.2,3530,-20,-13.33333333
87.25,3531,20,-13.33333333
87.3,3529,-40,-20
87.35,3527,-40,-26.66666667
87.4,3527,0,-13.33333333
87.45,3527,0,-13.33333333
87.5,3525,-40,-20
87.55,3524,-20,-33.33333333
87.6,3522,-40,-33.33333333
87.65,3520,-40,-33.33333333
87.7,3519,-20,-26.66666667
87.75,3518,-20,-33.33333333
87.8,3515,-60,-26.66666667
87.85,3515,0,-20
87.9,3515,0,-6.666666667
87.95,3514,-20,-26.66666667
88,3511,-60,-33.33333333
88.05,3510,-20,-46.66666667
88.1,3507,-60,-33.33333333
88.15,3506,-20,-40
88.2,3504,-40,-26.66666667
88.25,3503,-20,-26.66666667
88.3,3502,-20,-26.66666667
88.35,3500,-40,-20
88.4,3500,0,-33.33333333
88.45,3497,-60,-13.33333333
88.5,3498,20,-33.33333333
88.55,3495,-60,-6.666666667
88.6,3496,20,-26.66666667
88.65,3494,-40,-13.33333333
88.7,3493,-20,-20
88.75,3493,0,-20
88.8,3491,-40,-20
88.85,3490,-20,-20
88.9,3490,0,-6.666666667
88.95,3490,0,-26.66666667
89,3486,-80,-20
89.05,3487,20,-33.33333333
89.1,3485,-40,-33.33333333
89.15,3481,-80,-40
89.2,3481,0,-46.66666667
89.25,3478,-60,-20
89.3,3478,0,-46.66666667
89.35,3474,-80,-26.66666667
89.4,3474,0,-20
89.45,3475,20,-13.33333333
89.5,3472,-60,-13.33333333
89.55,3472,0,-33.33333333
89.6,3470,-40,-20
89.65,3469,-20,-33.33333333
89.7,3467,-40,-33.33333333
89.75,3465,-40,-33.33333333
89.8,3464,-20,-26.66666667
89.85,3463,-20,-20
89.9,3462,-20,-26.66666667
89.95,3460,-40,-20
90,3460,0,-20
90.05,3459,-20,-20
90.1,3457,-40,-33.33333333
90.15,3455,-40,-33.33333333
90.2,3454,-20,-26.66666667
90.25,3453,-20,-20
90.3,3452,-20,-20
90.35,3451,-20,-33.33333333
90.4,3448,-60,-33.33333333
90.45,3447,-20,-33.33333333
90.5,3446,-20,-13.33333333
90.55,3446,0,-26.66666667
90.6,3443,-60,-20
90.65,3443,0,-26.66666667
90.7,3442,-20,-13.33333333
90.75,3441,-20,-33.33333333
90.8,3438,-60,-26.66666667
90.85,3438,0,-40
90.9,3435,-60,-26.66666667
90.95,3434,-20,-33.33333333
91,3433,-20,-13.33333333
91.05,3433,0,-20
91.1,3431,-40,-26.66666667
91.15,3429,-40,-26.66666667
91.2,3429,0,-26.66666667
