#Horizon flight at 1000psi,,,,,
#10th August 2024,,,,,
time,altitude f,temperature,Voltage,speed,speed averaged
s,feet,F,V,f/s,f/s
67.1,4030,83.6,8.2,-60,-26.66666667
67.15,4030,83.6,8.2,0,-20
67.2,4030,83.6,8.2,0,-20
67.25,4027,83.6,8.2,-60,-20
67.3,4027,83.6,8.2,0,-33.33333333
67.35,4025,83.6,8.2,-40,-6.666666667
67.4,4026,83.6,8.2,20,-26.66666667
67.45,4023,83.6,8.2,-60,-20
67.5,4022,83.6,8.2,-20,-40
67.55,4020,83.6,8.2,-40,-40
67.6,4017,83.6,8.2,-60,-26.66666667
67.65,4018,83.6,8.2,20,-20
67.7,4017,83.6,8.2,-20,-6.666666667
67.75,4016,83.6,8.2,-20,-26.66666667
67.8,4014,83.6,8.2,-40,-26.66666667
67.85,4013,83.6,8.2,-20,-33.33333333
67.9,4011,83.6,8.2,-40,-20
67.95,4011,83.6,8.2,0,-13.33333333
68,4011,83.6,8.2,0,-20
68.05,4008,83.6,8.2,-60,-20
68.1,4008,83.6,8.2,0,-33.33333333
68.15,4006,83.5,8.2,-40,-20
68.2,4005,83.6,8.2,-20,-26.66666667
68.25,4004,83.5,8.2,-20,-26.66666667
68.3,4002,83.5,8.2,-40,-40
68.35,3999,83.5,8.2,-60,-20
68.4,4001,83.5,8.2,40,-26.66666667
68.45,3998,83.5,8.2,-60,-20
68.5,3996,83.5,8.2,-40,-40
68.55,3995,83.5,8.2,-20,-20
68.6,3995,83.5,8.2,0,-13.33333333
68.65,3994,83.5,8.2,-20,-26.66666667
68.7,3991,83.5,8.2,-60,-26.66666667
68.75,3991,83.5,8.2,0,-33.33333333
68.8,3989,83.5,8.2,-40,-26.66666667
68.85,3987,83.5,8.2,-40,-40
68.9,3985,83.5,8.2,-40,-26.66666667
68.95,3985,83.5,8.2,0,-20
69,3984,83.5,8.2,-20,-6.666666667
69.05,3984,83.5,8.2,0,-20
69.1,3982,83.5,8.2,-40,-33.33333333
69.15,3979,83.5,8.2,-60,-26.66666667
69.2,3980,83.5,8.2,20,-20
69.25,3979,83.5,8.2,-20,-13.33333333
69.3,3977,83.5,8.2,-40,-26.66666667
69.35,3976,83.5,8.2,-20,-26.66666667
69.4,3975,83.5,8.2,-20,-26.66666667
69.45,3973,83.5,8.2,-40,-33.33333333
69.5,3971,83.4,8.2,-40,-40
69.55,3969,83.4,8.2,-40,-33.33333333
69.6,3968,83.4,8.2,-20,-26.66666667
69.65,3967,83.4,8.2,-20,-6.666666667
69.7,3968,83.4,8.2,20,-26.66666667
69.75,3964,83.4,8.2,-80,-26.66666667
69.8,3963,83.4,8.2,-20,-46.66666667
69.85,3961,83.4,8.2,-40,-20
69.9,3961,83.4,8.2,0,-26.66666667
69.95,3959,83.4,8.2,-40,-13.33333333
70,3959,83.4,8.2,0,-26.66666667
70.05,3957,83.4,8.2,-40,-26.66666667
70.1,3955,83.4,8.2,-40,-40
70.15,3953,83.4,8.2,-40,-26.66666667
70.2,3953,83.4,8.2,0,-26.66666667
70.25,3951,83.4,8.2,-40,-20
70.3,3950,83.4,8.2,-20,-20
70.35,3950,83.4,8.2,0,-20
70.4,3948,83.4,8.2,-40,-20
70.45,3947,83.4,8.2,-20,-20
70.5,3947,83.4,8.2,0,-20
70.55,3945,83.4,8.2,-40,-20
70.6,3944,83.4,8.2,-20,-33.33333333
70.65,3942,83.4,8.2,-40,-33.33333333
70.7,3940,83.4,8.2,-40,-33.33333333
70.75,3939,83.4,8.2,-20,-33.33333333
70.8,3937,83.3,8.2,-40,-26.66666667
70.85,3936,83.3,8.2,-20,-33.33333333
70.9,3934,83.4,8.2,-40,-20
70.95,3934,83.3,8.2,0,-26.66666667
71,3932,83.3,8.2,-40,-20
71.05,3931,83.3,8.2,-20,-40
71.1,3928,83.3,8.2,-60,-33.33333333
71.15,3927,83.3,8.2,-20,-46.66666667
71.2,3924,83.3,8.2,-60,-20
71.25,3925,83.3,8.2,20,-6.666666667
71.3,3926,83.3,8.2,20,-13.33333333
71.35,3922,83.3,8.2,-80,-20
71.4,3922,83.3,8.2,0,-26.66666667
71.45,3922,83.3,8.2,0,-6.666666667
71.5,3921,83.3,8.2,-20,-13.33333333
71.55,3920,83.3,8.2,-20,-13.33333333
71.6,3920,83.3,8.2,0,-20
71.65,3918,83.3,8.2,-40,-20
71.7,3917,83.3,8.2,-20,-26.66666667
71.75,3916,83.3,8.2,-20,-26.66666667
71.8,3914,83.3,8.2,-40,-40
71.85,3911,83.3,8.2,-60,-33.33333333
71.9,3911,83.3,8.2,0,-33.33333333
71.95,3909,83.3,8.2,-40,-20
72,3908,83.3,8.2,-20,-40
72.05,3905,83.3,8.2,-60,-26.66666667
72.1,3905,83.3,8.2,0,-26.66666667
72.15,3904,83.2,8.2,-20,-20
72.2,3902,83.2,8.2,-40,-33.33333333
72.25,3900,83.2,8.2,-40,-33.33333333
72.3,3899,83.2,8.2,-20,-33.33333333
72.35,3897,83.2,8.2,-40,-20
72.4,3897,83.2,8.2,0,-20
72.45,3896,83.2,8.2,-20,-26.66666667
72.5,3893,83.2,8.2,-60,-26.66666667
72.55,3893,83.2,8.2,0,-33.33333333
72.6,3891,83.2,8.2,-40,-26.66666667
72.65,3889,83.2,8.2,-40,-26.66666667
72.7,3889,83.2,8.2,0,-13.33333333
72.75,3889,83.2,8.2,0,-20
72.8,3886,83.2,8.2,-60,-20
72.85,3886,83.2,8.2,0,-33.33333333
72.9,3884,83.2,8.2,-40,-26.66666667
72.95,3882,83.2,8.2,-40,-40
73,3880,83.2,8.2,-40,-33.33333333
73.05,3879,83.2,8.2,-20,-26.66666667
73.1,3878,83.2,8.2,-20,-20
73.15,3877,83.2,8.2,-20,-33.33333333
73.2,3874,83.2,8.2,-60,-20
73.25,3875,83.2,8.2,20,-33.33333333
73.3,3872,83.2,8.2,-60,-13.33333333
73.35,3872,83.2,8.2,0,-33.33333333
73.4,3870,83.2,8.2,-40,-13.33333333
73.45,3870,83.2,8.2,0,-26.66666667
73.5,3868,83.2,8.2,-40,-20
73.55,3867,83.2,8.2,-20,-26.66666667
73.6,3866,83.2,8.2,-20,-26.66666667
73.65,3864,83.2,8.2,-40,-26.66666667
73.7,3863,83.2,8.2,-20,-33.33333333
73.75,3861,83.1,8.2,-40,-26.66666667
73.8,3860,83.2,8.2,-20,-20
73.85,3860,83.2,8.2,0,-13.33333333
73.9,3859,83.2,8.2,-20,-33.33333333
73.95,3855,83.1,8.2,-80,-33.33333333
74,3855,83.1,8.2,0,-33.33333333
74.05,3854,83.1,8.2,-20,-13.33333333
74.1,3853,83.1,8.2,-20,-20
74.15,3852,83.1,8.2,-20,-13.33333333
74.2,3852,83.1,8.2,0,-26.66666667
74.25,3849,83.1,8.2,-60,-26.66666667
74.3,3848,83.1,8.2,-20,-40
74.35,3846,83.1,8.2,-40,-26.66666667
74.4,3845,83.1,8.2,-20,-26.66666667
74.45,3844,83.1,8.2,-20,-20
74.5,3843,83.1,8.2,-20,-20
74.55,3842,83.1,8.2,-20,-20
74.6,3841,83.1,8.2,-20,-26.66666667
74.65,3839,83.1,8.2,-40,-26.66666667
74.7,3838,83.1,8.2,-20,-20
74.75,3838,83.1,8.2,0,-33.33333333
74.8,3834,83.1,8.2,-80,-26.66666667
74.85,3834,83.1,8.2,0,-33.33333333
74.9,3833,83.1,8.2,-20,-6.666666667
74.95,3833,83,8.2,0,-26.66666667
75,3830,83,8.2,-60,-26.66666667
75.05,3829,83.1,8.2,-20,-33.33333333
75.1,3828,83,8.2,-20,-6.666666667
75.15,3829,83,8.2,20,-26.66666667
75.2,3825,83,8.2,-80,-26.66666667
75.25,3824,83,8.2,-20,-33.33333333
75.3,3824,83,8.2,0,-26.66666667
75.35,3821,83,8.2,-60,-26.66666667
75.4,3820,83,8.2,-20,-26.66666667
75.45,3820,83,8.2,0,-13.33333333
75.5,3819,83,8.2,-20,-13.33333333
75.55,3818,83,8.2,-20,-40
75.6,3814,83,8.2,-80,-26.66666667
75.65,3815,83,8.2,20,-26.66666667
75.7,3814,83,8.2,-20,-13.33333333
75.75,3812,83,8.2,-40,-26.66666667
75.8,3811,83,8.2,-20,-26.66666667
75.85,3810,83,8.2,-20,-6.666666667
75.9,3811,83,8.2,20,-13.33333333
75.95,3809,83,8.2,-40,-20
76,3807,83,8.2,-40,-40
76.05,3805,83,8.2,-40,-33.33333333
76.1,3804,83,8.2,-20,-46.66666667
76.15,3800,83,8.2,-80,-33.33333333
76.2,3800,83,8.2,0,-26.66666667
76.25,3800,83,8.2,0,-6.666666667
76.3,3799,83,8.2,-20,-13.33333333
76.35,3798,83,8.2,-20,-33.33333333
76.4,3795,83,8.2,-60,-20
76.45,3796,83,8.2,20,-26.66666667
76.5,3794,82.9,8.2,-40,-13.33333333
76.55,3793,82.9,8.2,-20,-26.66666667
76.6,3792,82.9,8.2,-20,-20
76.65,3791,83,8.2,-20,-20
76.7,3790,82.9,8.2,-20,-20
76.75,3789,82.9,8.2,-20,-20
76.8,3788,82.9,8.2,-20,-20
76.85,3787,82.9,8.2,-20,-33.33333333
76.9,3784,82.9,8.2,-60,-26.66666667
76.95,3784,82.9,8.2,0,-33.33333333
77,3782,82.9,8.2,-40,-26.66666667
77.05,3780,82.9,8.2,-40,-33.33333333
77.1,3779,82.9,8.2,-20,-26.66666667
77.15,3778,82.9,8.2,-20,-20
77.2,3777,82.9,8.2,-20,-26.66666667
77.25,3775,82.9,8.2,-40,-26.66666667
77.3,3774,82.9,8.2,-20,-40
77.35,3771,82.9,8.2,-60,-20
77.4,3772,82.9,8.2,20,-40
77.45,3768,82.9,8.2,-80,-13.33333333
77.5,3769,82.9,8.2,20,-26.66666667
77.55,3768,82.9,8.2,-20,-20
77.6,3765,82.9,8.2,-60,-26.66666667
77.65,3765,82.9,8.2,0,-33.33333333
77.7,3763,82.9,8.2,-40,-13.33333333
77.75,3763,82.9,8.2,0,-20
77.8,3762,82.9,8.2,-20,-20
77.85,3760,82.9,8.2,-40,-26.66666667
77.9,3759,82.8,8.2,-20,-13.33333333
77.95,3760,82.8,8.2,20,-13.33333333
78,3758,82.8,8.2,-40,-20
78.05,3756,82.8,8.2,-40,-26.66666667
78.1,3756,82.8,8.2,0,-26.66666667
78.15,3754,82.8,8.2,-40,-6.666666667
78.2,3755,82.8,8.2,20,0
78.25,3756,82.8,8.2,20,-13.33333333
78.3,3752,82.8,8.2,-80,-26.66666667
78.35,3751,82.8,8.2,-20,-53.33333333
78.4,3748,82.8,8.2,-60,-40
78.45,3746,82.8,8.2,-40,-33.33333333
78.5,3746,82.8,8.2,0,-26.66666667
78.55,3744,82.8,8.2,-40,-13.33333333
78.6,3744,82.8,8.2,0,-33.33333333
78.65,3741,82.8,8.2,-60,-26.66666667
78.7,3740,82.8,8.2,-20,-33.33333333
78.75,3739,82.8,8.2,-20,-20
78.8,3738,82.8,8.2,-20,-26.66666667
78.85,3736,82.8,8.2,-40,-20
78.9,3736,82.8,8.2,0,-20
78.95,3735,82.8,8.2,-20,-20
79,3733,82.8,8.2,-40,-26.66666667
79.05,3732,82.8,8.2,-20,-33.33333333
79.1,3730,82.8,8.2,-40,-20
79.15,3730,82.8,8.2,0,-33.33333333
79.2,3727,82.8,8.2,-60,-20
79.25,3727,82.8,8.2,0,-33.33333333
79.3,3725,82.8,8.2,-40,-6.666666667
79.35,3726,82.7,8.2,20,-13.33333333
79.4,3725,82.7,8.2,-20,-20
79.45,3722,82.7,8.2,-60,-26.66666667
79.5,3722,82.7,8.2,0,-40
79.55,3719,82.7,8.2,-60,-20
79.6,3719,82.7,8.2,0,-26.66666667
79.65,3718,82.7,8.2,-20,-13.33333333
79.7,3717,82.7,8.2,-20,-13.33333333
79.75,3717,82.7,8.2,0,-20
79.8,3715,82.7,8.2,-40,-20
79.85,3714,82.7,8.2,-20,-33.33333333
79.9,3712,82.7,8.2,-40,-26.66666667
79.95,3711,82.7,8.2,-20,-26.66666667
80,3710,82.7,8.2,-20,-6.666666667
80.05,3711,82.7,8.2,20,-20
80.1,3708,82.7,8.2,-60,-20
80.15,3707,82.7,8.2,-20,-33.33333333
80.2,3706,82.7,8.2,-20,-20
80.25,3705,82.7,8.2,-20,-26.66666667
80.3,3703,82.7,8.2,-40,-40
80.35,3700,82.7,8.2,-60,-33.33333333
80.4,3700,82.7,8.2,0,-26.66666667
80.45,3699,82.7,8.2,-20,-20
80.5,3697,82.7,8.2,-40,-20
80.55,3697,82.7,8.2,0,-26.66666667
80.6,3695,82.7,8.2,-40,-26.66666667
80.65,3693,82.6,8.2,-40,-33.33333333
80.7,3692,82.7,8.2,-20,-20
80.75,3692,82.6,8.2,0,-20
80.8,3690,82.6,8.2,-40,-13.33333333
80.85,3690,82.6,8.2,0,-33.33333333
80.9,3687,82.6,8.2,-60,-26.66666667
80.95,3686,82.6,8.2,-20,-26.66666667
81,3686,82.6,8.2,0,-20
81.05,3684,82.6,8.2,-40,-13.33333333
81.1,3684,82.6,8.2,0,-20
81.15,3683,82.6,8.2,-20,-13.33333333
81.2,3682,82.6,8.2,-20,-20
81.25,3681,82.6,8.2,-20,-26.66666667
81.3,3679,82.6,8.2,-40,-26.66666667
81.35,3678,82.6,8.2,-20,-33.33333333
81.4,3676,82.6,8.2,-40,-33.33333333
81.45,3674,82.6,8.2,-40,-26.66666667
81.5,3674,82.5,8.2,0,-20
81.55,3673,82.6,8.2,-20,-20
81.6,3671,82.6,8.2,-40,-26.66666667
81.65,3670,82.5,8.2,-20,-26.66666667
81.7,3669,82.5,8.2,-20,-26.66666667
81.75,3667,82.5,8.2,-40,-26.66666667
81.8,3666,82.5,8.2,-20,-26.66666667
81.85,3665,82.5,8.2,-20,-13.33333333
81.9,3665,82.5,8.2,0,-20
81.95,3663,82.5,8.2,-40,-33.33333333
82,3660,82.5,8.2,-60,-13.33333333
82.05,3663,82.5,8.2,60,-20
82.1,3660,82.5,8.2,-60,-6.666666667
82.15,3659,82.5,8.2,-20,-26.66666667
82.2,3659,82.5,8.2,0,-26.66666667
82.25,3656,82.5,8.2,-60,-20
82.3,3656,82.5,8.2,0,-33.33333333
82.35,3654,82.5,8.2,-40,-20
82.4,3653,82.5,8.2,-20,-40
82.45,3650,82.5,8.2,-60,-33.33333333
82.5,3649,82.5,8.2,-20,-46.66666667
82.55,3646,82.5,8.2,-60,-33.33333333
82.6,3645,82.5,8.2,-20,-26.66666667
82.65,3645,82.5,8.2,0,-26.66666667
82.7,3642,82.5,8.2,-60,-26.66666667
82.75,3641,82.5,8.2,-20,-33.33333333
82.8,3640,82.5,8.2,-20,-13.33333333
82.85,3640,82.5,8.2,0,-13.33333333
82.9,3639,82.5,8.2,-20,-26.66666667
82.95,3636,82.5,8.2,-60,-33.33333333
83,3635,82.5,8.2,-20,-40
83.05,3633,82.5,8.2,-40,-33.33333333
83.1,3631,82.5,8.2,-40,-26.66666667
83.15,3631,82.4,8.2,0,-26.66666667
83.2,3629,82.5,8.2,-40,-20
83.25,3628,82.5,8.2,-20,-33.33333333
83.3,3626,82.4,8.2,-40,-26.66666667
83.35,3625,82.4,8.2,-20,-26.66666667
83.4,3624,82.4,8.2,-20,-13.33333333
83.45,3624,82.4,8.2,0,-6.666666667
83.5,3624,82.4,8.2,0,-13.33333333
83.55,3622,82.4,8.2,-40,-33.33333333
83.6,3619,82.4,8.2,-60,-40
83.65,3618,82.4,8.2,-20,-33.33333333
83.7,3617,82.4,8.2,-20,-13.33333333
83.75,3617,82.4,8.2,0,-20
83.8,3615,82.4,8.2,-40,-13.33333333
83.85,3615,82.4,8.2,0,-26.66666667
83.9,3613,82.4,8.2,-40,-20
83.95,3612,82.4,8.2,-20,-40
84,3609,82.4,8.2,-60,-33.33333333
84.05,3608,82.4,8.2,-20,-33.33333333
84.1,3607,82.4,8.2,-20,-26.66666667
84.15,3605,82.4,8.2,-40,-20
84.2,3605,82.4,8.2,0,-26.66666667
84.25,3603,82.4,8.2,-40,-26.66666667
84.3,3601,82.4,8.2,-40,-26.66666667
84.35,3601,82.4,8.2,0,-33.33333333
84.4,3598,82.4,8.2,-60,-13.33333333
84.45,3599,82.4,8.2,20,-13.33333333
84.5,3599,82.4,8.2,0,0
84.55,3598,82.4,8.2,-20,-26.66666667
84.6,3595,82.4,8.2,-60,-33.33333333
84.65,3594,82.3,8.2,-20,-26.66666667
84.7,3594,82.3,8.2,0,-33.33333333
84.75,3590,82.3,8.2,-80,-26.66666667
84.8,3590,82.3,8.2,0,-40
84.85,3588,82.3,8.2,-40,-13.33333333
84.9,3588,82.3,8.2,0,-33.33333333
84.95,3585,82.3,8.2,-60,-26.66666667
85,3584,82.3,8.2,-20,-40
85.05,3582,82.3,8.2,-40,-26.66666667
85.1,3581,82.3,8.2,-20,-26.66666667
85.15,3580,82.3,8.2,-20,-26.66666667
85.2,3578,82.3,8.2,-40,-13.33333333
85.25,3579,82.3,8.2,20,-13.33333333
85.3,3578,82.3,8.2,-20,-6.666666667
85.35,3577,82.3,8.2,-20,-26.66666667
85.4,3575,82.3,8.2,-40,-33.33333333
85.45,3573,82.3,8.2,-40,-40
85.5,3571,82.3,8.2,-40,-40
85.55,3569,82.3,8.2,-40,-13.33333333
85.6,3571,82.3,8.2,40,-26.66666667
85.65,3567,82.3,8.2,-80,-20
85.7,3566,82.3,8.2,-20,-46.66666667
85.75,3564,82.3,8.2,-40,-20
85.8,3564,82.3,8.2,0,-20
85.85,3563,82.3,8.2,-20,-13.33333333
85.9,3562,82.3,8.2,-20,-33.33333333
85.95,3559,82.3,8.2,-60,-33.33333333
86,3558,82.3,8.2,-20,-26.66666667
86.05,3558,82.3,8.2,0,-13.33333333
86.1,3557,82.3,8.2,-20,-13.33333333
86.15,3556,82.3,8.2,-20,-13.33333333
86.2,3556,82.3,8.2,0,-26.66666667
86.25,3553,82.3,8.2,-60,-20
86.3,3553,82.2,8.2,0,-40
86.35,3550,82.2,8.2,-60,-20
86.4,3550,82.2,8.2,0,-26.66666667
86.45,3549,82.2,8.2,-20,-13.33333333
86.5,3548,82.2,8.2,-20,-20
86.55,3547,82.2,8.2,-20,-26.66666667
86.6,3545,82.2,8.2,-40,-20
86.65,3545,82.2,8.2,0,-20
86.7,3544,82.2,8.2,-20,-26.66666667
86.75,3541,82.2,8.2,-60,-20
86.8,3542,82.2,8.2,20,-26.66666667
86.85,3540,82.2,8.2,-40,-20
86.9,3538,82.2,8.2,-40,-33.33333333
86.95,3537,82.2,8.2,-20,-33.33333333
87,3535,82.2,8.2,-40,-20
87.05,3535,82.2,8.2,0,-26.66666667
87.1,3533,82.2,8.2,-40,-26.66666667
87.15,3531,82.2,8.2,-40,-33.33333333
87.2,3530,82.2,8.2,-20,-13.33333333
87.25,3531,82.2,8.2,20,-13.33333333
87.3,3529,82.2,8.2,-40,-20
87.35,3527,82.2,8.2,-40,-26.66666667
87.4,3527,82.2,8.2,0,-13.33333333
87.45,3527,82.2,8.2,0,-13.33333333
87.5,3525,82.2,8.2,-40,-20
87.55,3524,82.2,8.2,-20,-33.33333333
87.6,3522,82.2,8.2,-40,-33.33333333
87.65,3520,82.2,8.2,-40,-33.33333333
87.7,3519,82.2,8.2,-20,-26.66666667
87.75,3518,82.1,8.2,-20,-33.33333333
87.8,3515,82.1,8.2,-60,-26.66666667
87.85,3515,82.1,8.2,0,-20
87.9,3515,82.1,8.2,0,-6.666666667
87.95,3514,82.1,8.2,-20,-26.66666667
88,3511,82.1,8.2,-60,-33.33333333
88.05,3510,82.1,8.2,-20,-46.66666667
88.1,3507,82.1,8.2,-60,-33.33333333
88.15,3506,82.1,8.2,-20,-40
88.2,3504,82.1,8.2,-40,-26.66666667
88.25,3503,82.1,8.2,-20,-26.66666667
88.3,3502,82.1,8.2,-20,-26.66666667
88.35,3500,82.1,8.2,-40,-20
88.4,3500,82.1,8.2,0,-33.33333333
88.45,3497,82.1,8.2,-60,-13.33333333
88.5,3498,82.1,8.2,20,-33.33333333
88.55,3495,82.1,8.2,-60,-6.666666667
88.6,3496,82.1,8.2,20,-26.66666667
88.65,3494,82.1,8.2,-40,-13.33333333
88.7,3493,82.1,8.2,-20,-20
88.75,3493,82.1,8.2,0,-20
88.8,3491,82.1,8.2,-40,-20
88.85,3490,82.1,8.2,-20,-20
88.9,3490,82.1,8.2,0,-6.666666667
88.95,3490,82.1,8.2,0,-26.66666667
89,3486,82.1,8.2,-80,-20
89.05,3487,82,8.2,20,-33.33333333
89.1,3485,82,8.2,-40,-33.33333333
89.15,3481,82.1,8.2,-80,-40
89.2,3481,82.1,8.2,0,-46.66666667
89.25,3478,82.1,8.2,-60,-20
89.3,3478,82.1,8.2,0,-46.66666667
89.35,3474,82.1,8.2,-80,-26.66666667
89.4,3474,82,8.2,0,-20
89.45,3475,82,8.2,20,-13.33333333
89.5,3472,82,8.2,-60,-13.33333333
89.55,3472,82,8.2,0,-33.33333333
89.6,3470,82,8.2,-40,-20
89.65,3469,82,8.2,-20,-33.33333333
89.7,3467,82,8.2,-40,-33.33333333
89.75,3465,82,8.2,-40,-33.33333333
89.8,3464,82,8.2,-20,-26.66666667
89.85,3463,82,8.2,-20,-20
89.9,3462,82,8.2,-20,-26.66666667
89.95,3460,82,8.2,-40,-20
90,3460,82,8.2,0,-20
90.05,3459,82,8.2,-20,-20
90.1,3457,82,8.2,-40,-33.33333333
90.15,3455,82,8.2,-40,-33.33333333
90.2,3454,82,8.2,-20,-26.66666667
90.25,3453,82,8.2,-20,-20
90.3,3452,82,8.2,-20,-20
90.35,3451,82,8.2,-20,-33.33333333
90.4,3448,82,8.2,-60,-33.33333333
90.45,3447,82,8.2,-20,-33.33333333
90.5,3446,82,8.2,-20,-13.33333333
90.55,3446,82,8.2,0,-26.66666667
90.6,3443,82,8.2,-60,-20
90.65,3443,82,8.2,0,-26.66666667
90.7,3442,82,8.2,-20,-13.33333333
90.75,3441,82,8.2,-20,-33.33333333
90.8,3438,81.9,8.2,-60,-26.66666667
90.85,3438,82,8.2,0,-40
90.9,3435,81.9,8.2,-60,-26.66666667
90.95,3434,82,8.2,-20,-33.33333333
91,3433,81.9,8.2,-20,-13.33333333
91.05,3433,81.9,8.2,0,-20
91.1,3431,81.9,8.2,-40,-26.66666667
91.15,3429,81.9,8.2,-40,-26.66666667
91.2,3429,81.9,8.2,0,-26.66666667
91.25,3427,81.9,8.2,-40,-13.33333333
91.3,3427,81.9,8.2,0,-26.66666667
91.35,3425,81.9,8.2,-40,-26.66666667
91.4,3423,81.9,8.2,-40,-33.33333333
91.45,3422,81.9,8.2,-20,-20
91.5,3422,81.9,8.2,0,-6.666666667
91.55,3422,81.9,8.2,0,-13.33333333
91.6,3420,81.9,8.2,-40,-20
91.65,3419,81.9,8.2,-20,-33.33333333
91.7,3417,81.9,8.2,-40,-26.66666667
91.75,3416,81.9,8.2,-20,-26.66666667
91.8,3415,81.9,8.2,-20,-26.66666667
91.85,3413,81.9,8.2,-40,-40
91.9,3410,81.9,8.2,-60,-26.66666667
91.95,3411,81.9,8.2,20,-26.66666667
92,3409,81.9,8.2,-40,-6.666666667
92.05,3409,81.8,8.2,0,-33.33333333
92.1,3406,81.9,8.2,-60,-20
92.15,3406,81.8,8.2,0,-40
92.2,3403,81.9,8.2,-60,-26.66666667
92.25,3402,81.8,8.2,-20,-33.33333333
92.3,3401,81.8,8.2,-20,-13.33333333
92.35,3401,81.8,8.2,0,-13.33333333
92.4,3400,81.8,8.2,-20,-20
92.45,3398,81.8,8.2,-40,-20
92.5,3398,81.8,8.2,0,-33.33333333
92.55,3395,81.8,8.2,-60,-20
92.6,3395,81.8,8.2,0,-13.33333333
92.65,3396,81.8,8.2,20,-13.33333333
92.7,3393,81.8,8.2,-60,-13.33333333
92.75,3393,81.8,8.2,0,-40
92.8,3390,81.8,8.2,-60,-20
92.85,3390,81.8,8.2,0,-20
92.9,3390,81.8,8.2,0,-13.33333333
92.95,3388,81.8,8.2,-40,-26.66666667
93,3386,81.8,8.2,-40,-40
93.05,3384,81.8,8.2,-40,-26.66666667
93.1,3384,81.8,8.2,0,-26.66666667
93.15,3382,81.8,8.2,-40,-26.66666667
93.2,3380,81.8,8.2,-40,-33.33333333
93.25,3379,81.8,8.2,-20,-33.33333333
93.3,3377,81.8,8.2,-40,-33.33333333
93.35,3375,81.8,8.2,-40,-33.33333333
93.4,3374,81.8,8.2,-20,-20
93.45,3374,81.8,8.2,0,-6.666666667
93.5,3374,81.8,8.2,0,-6.666666667
93.55,3373,81.7,8.2,-20,-26.66666667
93.6,3370,81.7,8.2,-60,-33.33333333
93.65,3369,81.7,8.2,-20,-33.33333333
93.7,3368,81.7,8.2,-20,-26.66666667
93.75,3366,81.7,8.2,-40,-26.66666667
93.8,3365,81.7,8.2,-20,-26.66666667
93.85,3364,81.7,8.2,-20,-20
93.9,3363,81.7,8.2,-20,-26.66666667
93.95,3361,81.7,8.2,-40,-20
94,3361,81.7,8.2,0,-26.66666667
94.05,3359,81.7,8.2,-40,-26.66666667
94.1,3357,81.7,8.2,-40,-33.33333333
94.15,3356,81.7,8.2,-20,-26.66666667
94.2,3355,81.7,8.2,-20,-20
94.25,3354,81.7,8.2,-20,-26.66666667
94.3,3352,81.7,8.2,-40,-20
94.35,3352,81.7,8.2,0,-26.66666667
94.4,3350,81.7,8.2,-40,-13.33333333
94.45,3350,81.7,8.2,0,-26.66666667
94.5,3348,81.7,8.2,-40,-26.66666667
94.55,3346,81.7,8.2,-40,-26.66666667
94.6,3346,81.7,8.2,0,-26.66666667
94.65,3344,81.7,8.2,-40,-26.66666667
94.7,3342,81.7,8.2,-40,-26.66666667
94.75,3342,81.6,8.2,0,-20
94.8,3341,81.6,8.2,-20,-20
94.85,3339,81.7,8.2,-40,-26.66666667
94.9,3338,81.6,8.2,-20,-33.33333333
94.95,3336,81.6,8.2,-40,-40
95,3333,81.7,8.2,-60,-26.66666667
95.05,3334,81.6,8.2,20,-33.33333333
95.1,3331,81.6,8.2,-60,-26.66666667
95.15,3329,81.6,8.2,-40,-26.66666667
95.2,3330,81.6,8.2,20,-26.66666667
95.25,3327,81.6,8.2,-60,-26.66666667
95.3,3325,81.6,8.2,-40,-40
95.35,3324,81.6,8.2,-20,-26.66666667
95.4,3323,81.6,8.2,-20,-13.33333333
95.45,3323,81.6,8.2,0,-20
95.5,3321,81.6,8.2,-40,-13.33333333
95.55,3321,81.6,8.2,0,-13.33333333
95.6,3321,81.6,8.2,0,-13.33333333
95.65,3319,81.6,8.2,-40,-13.33333333
95.7,3319,81.6,8.2,0,-26.66666667
95.75,3317,81.6,8.2,-40,-26.66666667
95.8,3315,81.6,8.2,-40,-26.66666667
95.85,3315,81.6,8.2,0,-20
95.9,3314,81.6,8.2,-20,-20
95.95,3312,81.6,8.2,-40,-26.66666667
96,3311,81.6,8.2,-20,-26.66666667
96.05,3310,81.6,8.2,-20,-26.66666667
96.1,3308,81.6,8.2,-40,-40
96.15,3305,81.6,8.2,-60,-33.33333333
96.2,3305,81.6,8.2,0,-33.33333333
96.25,3303,81.6,8.2,-40,-13.33333333
96.3,3303,81.6,8.2,0,-33.33333333
96.35,3300,81.6,8.2,-60,-26.66666667
96.4,3299,81.6,8.2,-20,-33.33333333
96.45,3298,81.6,8.2,-20,-26.66666667
96.5,3296,81.6,8.2,-40,-20
96.55,3296,81.6,8.2,0,-33.33333333
96.6,3293,81.6,8.2,-60,-26.66666667
96.65,3292,81.6,8.2,-20,-33.33333333
96.7,3291,81.6,8.2,-20,-26.66666667
96.75,3289,81.6,8.2,-40,-20
96.8,3289,81.5,8.2,0,-26.66666667
96.85,3287,81.5,8.2,-40,-20
96.9,3286,81.5,8.2,-20,-26.66666667
96.95,3285,81.5,8.2,-20,-20
97,3284,81.5,8.2,-20,-20
